year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Gandipet,Chillies,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Chillies,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Chillies,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Chillies,0,0
2018-2019,Rabi,Rangareddy,Kothur,Chillies,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Chillies,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Chillies,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Chillies,0,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Chillies,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Coriander,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Coriander,0,0
2018-2019,Rabi,Rangareddy,Chevella,Coriander,13,5
2018-2019,Rabi,Rangareddy,Shabad,Coriander,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Coriander,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Coriander,0,1
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Coriander,12,0
2018-2019,Rabi,Rangareddy,Manchal,Coriander,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Coriander,0,0
2018-2019,Rabi,Rangareddy,Madgul,Coriander,3,0
2018-2019,Rabi,Rangareddy,Balapur,Coriander,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Coriander,0,0
2018-2019,Rabi,Rangareddy,Amangal,Coriander,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Coriander,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Coriander,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Coriander,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Coriander,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Coriander,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Coriander,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Coriander,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Coriander,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Coriander,0,0
2018-2019,Rabi,Rangareddy,Kothur,Coriander,0,0
